pop-launcher 1.2.7-1
pop-sound-theme 5.5.1.r7.g25ea85d-2
poppler 25.12.0-1
poppler-data 0.4.12-2
poppler-glib 25.12.0-1
poppler-qt6 25.12.0-1
popt 1.19-2
portaudio 1:19.7.0-3
potrace 1.16-4
procps-ng 4.0.5-3
protobuf 33.1-1
protobuf-c 1.5.2-8
psmisc 23.7-1
purpose 6.21.0-1
python 3.13.11-1
python-argcomplete 3.6.2-1
python-babel 2.17.0-1
python-backrefs 6.1-1
python-cairo 1.29.0-1
python-charset-normalizer 3.4.4-1
python-click 8.2.1-1
python-colorama 0.4.6-5
python-configobj 5.0.9-5
python-dasbus 1.7-4
python-dbus 1.4.0-1
python-defusedxml 0.7.1-7
python-distlib 0.4.0-1
python-filelock 3.20.0-2
python-ghp-import 2.1.0-5
python-gobject 3.54.5-1
python-idna 3.11-1
python-importlib-metadata 8.7.0-1
python-jinja 1:3.1.6-1
python-markdown 3.10.0-1
python-markupsafe 3.0.2-1
python-mergedeep 1.3.4-3
python-packaging 25.0-1
python-pathspec 0.12.1-3
python-platformdirs 4.5.1-1
python-psutil 7.1.3-1
python-pymdown-extensions 10.19-1
python-pytz 2025.2-1
python-pyxdg 0.28-4
python-pyyaml-env-tag 0.1-2
python-requests 2.32.5-1
python-setproctitle 1.3.7-1
python-shtab 1.8.0-1
python-six 1.17.0-1
python-termcolor 3.2.0-1
python-typing_extensions 4.15.0-1
python-urllib3 2.6.2-1
python-virtualenv 20.35.4-1
python-watchdog 6.0.0-1
python-yaml 6.0.3-1
python-zipp 3.21.0-2
qca-qt6 2.3.10-4
qpdf 12.2.0-1
qrencode 4.1.1-4
qt5-base 5.15.18+kde+r109-2
qt5-declarative 5.15.18+kde+r23-1
qt5-multimedia 5.15.18+kde+r2-1
qt5-speech 5.15.18+kde+r1-1
qt5-svg 5.15.18+kde+r5-1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1
qt5-x11extras 5.15.18-1
qt6-5compat 6.10.1-1
qt6-base 6.10.1-1
qt6-declarative 6.10.1-2
qt6-multimedia 6.10.1-1
qt6-multimedia-ffmpeg 6.10.1-1
qt6-positioning 6.10.1-1
qt6-shadertools 6.10.1-1
qt6-speech 6.10.1-1
qt6-svg 6.10.1-1
qt6-translations 6.10.1-1
qt6-webchannel 6.10.1-1
qt6-webengine 6.10.1-1
raptor 2.0.16-9
rav1e 0.8.1-2
re2 1:20240702-7
readline 8.3.003-1
reflector 2023-3
remmina 1:1.4.41-1
rhash 1.4.6-1
ripgrep 15.1.0-1
rsync 3.4.1-2
rtkit 0.13-3
rtmpdump 1:2.6-1
rubberband 4.0.0-1
runc 1.4.0-1
rustscan 2.4.1-1
rygel 1:45.0-1
sane 1.4.0-1
sbc 2.1-1
sdl2-compat 2.32.60-1
sdl2_ttf 2.24.0-2
sdl3 3.2.28-1
sdl3_ttf 3.2.2-1
seatd 0.9.1-1
sed 4.9-3
semver 7.7.3-1
serd 0.32.6-1
shaderc 2025.5-1
shadow 4.18.0-1
shared-mime-info 2.4-2
shellcheck 0.11.0-72
showtime 49.1-1
signon-kwallet-extension 25.12.0-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
simdjson 1:4.2.2-1
simple-scan 49.1-1
slang 2.3.3-4
smartmontools 7.5-1
smbclient 2:4.23.3-2
snappy 1.2.2-2
snapshot 49.1-1
sof-firmware 2025.05.1-1
solid 6.21.0-1
solid5 5.116.0-2
sonnet 6.21.0-1
sonnet5 5.116.0-2
sord 0.16.20-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
spandsp 0.0.6-6
speech-dispatcher 0.12.1-2
speex 1.2.1-2
speexdsp 1.2.1-2
spice-gtk 0.42-5
spice-protocol 0.14.5-1
spirv-tools 1:1.4.335.0-1
sqlite 3.51.1-1
sratom 0.6.20-1
srt 1.5.4-1
startup-notification 0.12-9
sublime-text-4 4.4200-1
sublime-text-4-debug 4.4200-1
sudo 1.9.17.p2-1
sushi 46.0-2
svt-av1 3.1.2-1
svt-hevc 1.5.1-3
switcheroo-control 3.0-1
systemd 258.3-1
systemd-libs 258.3-1
systemd-sysvcompat 258.3-1
taglib 2.1.1-1
talloc 2.4.3-1
tar 1.35-2
tdb 1.4.14-1
tecla 49.0-1
terminator 2.1.5-1
terminus-font 4.49.1-8
tevent 1:0.17.1-1
texinfo 7.2-1
texlive-basic 2025.2-2
texlive-bin 2025.2-3
texlive-fontsextra 2025.2-2
texlive-fontsrecommended 2025.2-2
texlive-latex 2025.2-2
texlive-latexextra 2025.2-2
texlive-latexrecommended 2025.2-2
texlive-pictures 2025.2-2
threadweaver 6.21.0-1
tinysparql 3.10.1-2
tldr 3.4.3-2
tmux 3.6_a-1
totem-pl-parser 3.26.6+r30+g51b8439-2
tpm2-tss 4.1.3-1
trash-cli 0.24.5.26-2
tree 2.2.1-1
tree-sitter 0.25.10-1
tree-sitter-c 0.24.1-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.24-1
ttf-liberation 2.1.5-2
ttf-opensans 3.003-1
twolame 0.4.0-4
tzdata 2025c-1
uchardet 0.0.8-3
udisks2 2.11.0-1
unibilium 2.1.2-1
unzip 6.0-23
upower 1.91.0-1
usbmuxd 1.1.1-4
usbredir 0.15.0-1
util-linux 2.41.2-1
util-linux-libs 2.41.2-1
v4l-utils 1.32.0-1
vapoursynth 73-1
vid.stab 1.1.1-2
visual-studio-code-bin 1.107.0-1
vlc-plugin-a52dec 3.0.21-32
vlc-plugin-alsa 3.0.21-32
vlc-plugin-archive 3.0.21-32
vlc-plugin-dav1d 3.0.21-32
vlc-plugin-dbus 3.0.21-32
vlc-plugin-dbus-screensaver 3.0.21-32
vlc-plugin-faad2 3.0.21-32
vlc-plugin-flac 3.0.21-32
vlc-plugin-gnutls 3.0.21-32
vlc-plugin-inflate 3.0.21-32
vlc-plugin-journal 3.0.21-32
vlc-plugin-jpeg 3.0.21-32
vlc-plugin-mpg123 3.0.21-32
vlc-plugin-ogg 3.0.21-32
vlc-plugin-opus 3.0.21-32
vlc-plugin-png 3.0.21-32
vlc-plugin-shout 3.0.21-32
vlc-plugin-speex 3.0.21-32
vlc-plugin-tag 3.0.21-32
vlc-plugin-theora 3.0.21-32
vlc-plugin-twolame 3.0.21-32
vlc-plugin-vorbis 3.0.21-32
vlc-plugin-vpx 3.0.21-32
vlc-plugin-xml 3.0.21-32
vlc-plugins-base 3.0.21-32
vmaf 3.0.0-1
volume_key 0.3.12-11
vte-common 0.82.2-1
vte3 0.82.2-1
vte4 0.82.2-1
vulkan-icd-loader 1.4.335.0-1
vulkan-intel 1:25.3.1-2
vulkan-mesa-implicit-layers 1:25.3.1-2
wavpack 5.8.1-1
wayland 1.24.0-1
webkit2gtk-4.1 2.50.3-1
webkitgtk-6.0 2.50.3-1
webrtc-audio-processing-1 1.3-5
which 2.23-1
wildmidi 0.4.6-1
wireplumber 0.5.12-1
woff2 1.0.2-6
wpa_supplicant 2:2.11-3
wsdd 0.9-1
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-gnome 49.0-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-user-dirs 0.19-2
xdg-user-dirs-gtk 0.14-1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1
xkeyboard-config 2.46-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1
xorg-server 21.1.21-1
xorg-server-common 21.1.21-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.9-1
xorgproto 2024.1-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yay-bin 12.5.7-1
yay-bin-debug 12.5.7-1
yelp 49.0-1
yelp-xsl 49.0-1
yyjson 0.12.0-1
zbar 0.23.93-4
zeromq 4.3.5-2
zimg 3.0.6-1
zip 3.0-11
zix 0.8.0-1
zlib 1:1.3.1-2
zlib-ng 2.3.2-1
zram-generator 1.2.1-1
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-5
zziplib 0.13.80-1
